Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
E3,05/09/15,Newport County,York,0,3,A,0,1,A,T Kettle,9,8,2,6,16,11,5,6,3,2,1,0,2.63,3.4,2.88,2.5,3.2,2.6,2.4,3.1,2.5,2.75,3.3,2.62,2.69,3.27,2.84,2.62,3.1,2.8,2.7,3.4,2.75,42,2.75,2.59,3.4,3.18,2.88,2.68,34,2.22,2.12,1.75,1.67,25,0,1.95,1.87,2,1.93
E3,05/09/15,Northampton,Dag and Red,1,2,A,1,2,A,C Breakspear,7,8,2,5,12,14,9,3,3,3,0,0,1.75,3.8,5.25,1.67,3.6,4.5,1.75,3.4,3.7,1.75,3.75,4.5,1.72,3.85,5.25,1.73,3.6,5,1.75,4,5,43,1.75,1.7,4,3.63,5.25,4.82,40,1.98,1.91,1.94,1.85,25,-0.5,1.73,1.69,2.28,2.18
E3,05/09/15,Portsmouth,Accrington,0,0,D,0,0,D,B Malone,9,9,3,2,11,19,4,4,2,5,0,0,1.65,4.2,5.5,1.5,4,5.5,1.5,3.7,5,1.62,3.8,6,1.65,4.09,5.51,1.62,3.6,6,1.67,4.2,5.25,43,1.67,1.6,4.2,3.84,6.1,5.31,40,1.89,1.81,2.04,1.94,24,-1,2.2,2.11,1.77,1.73
E3,05/09/15,Stevenage,Plymouth,2,1,H,2,0,H,G Sutton,8,14,2,2,13,13,7,6,1,0,0,0,2.9,3.3,2.63,2.6,3.1,2.55,2.4,3.1,2.5,2.7,3.3,2.62,2.81,3.32,2.68,2.88,3.2,2.5,2.88,3.4,2.6,43,2.9,2.75,3.4,3.17,2.68,2.53,35,2.27,2.15,1.7,1.65,26,0,2.04,1.98,1.88,1.82
E3,05/09/15,Wycombe,Hartlepool,2,1,H,1,1,D,D Deadman,11,11,4,6,12,13,9,3,1,3,0,1,1.83,3.6,5,1.72,3.4,4.4,1.7,3.4,3.9,1.85,3.5,4.5,1.83,3.65,4.74,1.83,3.3,4.8,1.85,3.75,4.6,43,1.85,1.78,3.75,3.48,5,4.45,40,2.16,2.05,1.81,1.73,26,-0.5,1.87,1.79,2.09,2.03
E3,05/09/15,Yeovil,Morecambe,2,4,A,2,0,H,N Kinseley,8,17,5,8,3,5,3,6,0,3,1,0,2.63,3.4,2.88,2.45,3.2,2.65,2.5,3,2.5,2.5,3.3,2.88,2.65,3.5,2.72,2.62,3.2,2.75,2.63,3.5,2.7,43,2.65,2.54,3.5,3.27,2.88,2.67,40,1.92,1.84,2,1.91,25,0,1.95,1.87,1.99,1.92
E3,06/09/15,Bristol Rvs,Oxford,0,1,A,0,0,D,J Linington,14,7,4,2,7,24,10,4,0,3,1,1,2.6,3.3,3,2.5,3.2,2.6,2.4,3.1,2.5,2.6,3.3,2.75,2.59,3.27,2.96,2.7,3.1,2.7,2.55,3.3,2.9,38,2.7,2.48,3.3,3.16,3,2.8,37,2.31,2.14,1.73,1.67,24,0,1.84,1.79,2.09,2.02
E3,12/09/15,Bristol Rvs,Accrington,0,1,A,0,0,D,K Johnson,4,6,1,2,11,9,9,5,1,2,0,0,1.85,3.6,4.75,1.75,3.4,4.2,1.8,3.3,3.6,1.91,3.3,4.33,1.93,3.58,4.43,1.85,3.2,4.8,1.91,3.6,4.5,37,1.94,1.84,3.6,3.35,5,4.33,27,2.41,2.3,1.62,1.58,25,-0.5,1.93,1.86,2.12,1.96
E3,12/09/15,Cambridge,Leyton Orient,1,1,D,0,0,D,O Langford,8,13,2,6,7,10,4,10,3,0,0,0,3.3,3.5,2.3,2.9,3.2,2.25,2.8,3.1,2.2,3.2,3.3,2.3,3.09,3.6,2.36,3.3,3.1,2.3,3.13,3.6,2.3,37,3.3,3.08,3.6,3.31,2.38,2.25,33,1.97,1.9,1.95,1.88,17,0,2.33,2.24,1.69,1.65
E3,12/09/15,Carlisle,Dag and Red,2,1,H,1,1,D,R Joyce,18,13,5,5,8,6,9,10,1,1,0,0,2.15,3.6,3.6,2,3.4,3.25,1.9,3.2,3.4,2.1,3.4,3.6,2.2,3.68,3.28,2.15,3.2,3.6,2.25,3.6,3.3,37,2.21,2.11,3.71,3.37,3.75,3.32,33,1.97,1.89,1.97,1.88,22,-0.5,2.23,2.14,1.82,1.72
E3,12/09/15,Exeter,Hartlepool,1,0,H,0,0,D,A Woolmer,12,8,5,2,5,9,5,11,0,1,0,0,1.91,3.75,4.2,1.83,3.4,3.9,1.8,3.3,3.6,1.91,3.4,4.33,1.88,3.83,4.27,1.91,3.3,4.33,1.87,3.8,4.4,37,1.91,1.84,3.83,3.5,4.4,4.1,33,2.02,1.93,1.91,1.84,25,-0.5,1.89,1.84,2.06,1.99
E3,12/09/15,Mansfield,Crawley Town,4,0,H,1,0,H,A Madley,12,6,8,2,21,13,6,3,0,0,0,1,2.25,3.4,3.5,2.1,3.3,3.1,2.1,3.1,3,2.25,3.2,3.4,2.25,3.38,3.45,2.2,3.1,3.5,2.25,3.5,3.4,37,2.25,2.15,3.5,3.26,3.57,3.32,27,2.28,2.19,1.72,1.63,24,-0.25,1.95,1.87,2.03,1.95
E3,12/09/15,Newport County,Morecambe,1,2,A,0,1,A,R Lewis,7,6,3,3,12,7,9,3,2,1,0,0,2.6,3.4,2.9,2.5,3.2,2.6,2.5,3,2.5,2.62,3.2,2.75,2.66,3.51,2.75,2.6,3.1,2.88,2.63,3.5,2.8,37,2.66,2.51,3.51,3.26,2.9,2.74,33,2.08,2.01,1.87,1.77,25,0,1.89,1.83,2.12,1.97
E3,12/09/15,Northampton,Oxford,1,0,H,1,0,H,N Swarbrick,4,6,3,3,13,13,6,6,1,3,1,0,2.88,3.4,2.63,2.45,3.25,2.6,2.5,3.1,2.4,2.8,3.1,2.7,2.85,3.37,2.63,2.8,3,2.7,2.8,3.4,2.7,34,2.88,2.7,3.4,3.22,2.7,2.57,25,2.26,2.14,1.71,1.66,24,0,2.01,1.95,1.92,1.87
E3,12/09/15,Notts County,Luton,3,2,H,1,0,H,B Toner,14,13,7,5,11,14,2,9,5,1,0,1,2.7,3.4,2.8,2.55,3.2,2.55,2.5,3,2.5,2.7,3.1,2.75,2.67,3.43,2.78,2.7,3,2.8,2.63,3.4,2.8,37,2.7,2.57,3.43,3.22,2.81,2.67,33,2.11,2.02,1.83,1.76,25,0,1.92,1.86,2.03,1.95
E3,12/09/15,Portsmouth,Barnet,3,1,H,1,1,D,D England,15,10,5,2,16,14,6,3,5,2,0,1,1.7,4,5.5,1.6,3.8,4.75,1.6,3.5,4.5,1.7,3.75,5,1.72,3.99,5.09,1.7,3.5,5.5,1.75,4,5,37,1.75,1.66,4,3.7,5.5,4.98,33,1.96,1.89,1.98,1.88,24,-0.75,1.94,1.88,1.99,1.94
E3,12/09/15,Stevenage,York,2,2,D,0,1,A,B Malone,9,10,6,6,5,7,6,7,1,0,0,0,2.63,3.4,2.88,2.3,3.25,2.8,2.3,3.1,2.6,2.6,3.1,2.9,2.53,3.41,2.92,2.6,3,2.88,2.55,3.4,2.9,37,2.63,2.47,3.41,3.21,2.94,2.8,32,2.2,2.11,1.75,1.69,21,-0.25,2.17,2.11,1.79,1.74
E3,12/09/15,Wycombe,Plymouth,1,2,A,1,2,A,T Robinson,9,10,2,4,8,13,5,4,2,4,0,0,2.3,3.5,3.3,2.15,3.25,3.1,2.2,3.1,2.8,2.3,3.3,3.2,2.33,3.51,3.22,2.38,3.1,3.2,2.3,3.5,3.3,37,2.38,2.24,3.51,3.28,3.33,3.11,28,2.25,2.14,1.73,1.66,24,-0.25,1.99,1.92,1.95,1.89
E3,12/09/15,Yeovil,AFC Wimbledon,1,1,D,1,0,H,L Swabey,6,16,3,7,6,16,1,7,0,1,0,0,3.5,3.5,2.2,3.25,3.2,2.1,2.8,3.1,2.2,3.4,3.25,2.2,3.4,3.51,2.22,3.5,3.1,2.2,3.5,3.5,2.2,37,3.6,3.31,3.51,3.28,2.25,2.15,28,2.17,2.1,1.78,1.68,24,0.25,2.06,1.95,1.92,1.87
